62.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:02:37.238 (238377885)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Case:500dt000003FPaj
10:02:37.238 (238402729)|VALIDATION_RULE|03ddt0000001M3J|VR001_GiftRequestApprove
10:02:37.238 (238604874)|VALIDATION_FORMULA|AND(
    ISPICKVAL( CaseStatus__c , "approved"),  
    ISBLANK(QuantitAttribue__c)
)|QuantitAttribue__c=null , CaseStatus__c=null
10:02:37.238 (238610850)|VALIDATION_PASS
10:02:37.238 (238611971)|VALIDATION_RULE|03ddt0000001M3N|VR005_Request
10:02:37.238 (238749488)|VALIDATION_FORMULA|AND(
    ISPICKVAL(Type, 'Autres à saisir'),
    OR(
				ISBLANK(TEXT(CaseType__c)) ,
     ComplaintSubject__c == '' )
)|Type=null , CaseType__c=null , ComplaintSubject__c=test
10:02:37.238 (238754721)|VALIDATION_PASS
10:02:37.238 (238755838)|VALIDATION_RULE|03ddt00000036dZ|VR_008StatusReclamation
10:02:37.238 (238868540)|VALIDATION_FORMULA|CASE(
    TEXT(ReclamationStatus__c),
    "Nouvelle", 1,
    "Qualification", 2,
    "Traitement", 3,
    "Clôture", 4,
    0
) < 
CASE(
    TEXT(PRIORVALUE(ReclamationStatus__c)),
    "Nouvelle", 1,
    "Qualification", 2,
    "Traitement", 3,
    "Clôture", 4,
    0
)|ReclamationStatus__c=Nouvelle
10:02:37.238 (238873894)|VALIDATION_PASS
10:02:37.238 (238882725)|CODE_UNIT_FINISHED|Validation:Case:500dt000003FPaj
10:02:37.318 (318362453)|CODE_UNIT_STARTED|[EXTERNAL]|SLA
10:02:37.318 (318449284)|CODE_UNIT_FINISHED|SLA
10:02:37.209 (325699051)|FLOW_START_INTERVIEWS_END|1
10:02:37.209 (325735069)|FLOW_INTERVIEW_FINISHED|186857de50d35421bad458bfece91948ceda0df-5735|[Case]: Entitlement Assigning
10:02:37.339 (339200915)|FLOW_CREATE_INTERVIEW_BEGIN|00Ddt000000HSBB|300dt000001z1pq|301dt000003t67z
10:02:37.339 (339260655)|FLOW_CREATE_INTERVIEW_END|186957de50d35421bad458bfece91948ceda0df-5736|FT003_NotifyRequestManagersfterCreation
10:02:37.339 (339456780)|FLOW_START_INTERVIEWS_BEGIN|1
10:02:37.339 (339483811)|FLOW_START_INTERVIEW_BEGIN|186957de50d35421bad458bfece91948ceda0df-5736|FT003_NotifyRequestManagersfterCreation
10:02:37.339 (339625311)|FLOW_START_INTERVIEW_END|186957de50d35421bad458bfece91948ceda0df-5736|FT003_NotifyRequestManagersfterCreation
10:02:37.339 (706865575)|WF_EMAIL_SENT|Reference:emailSimple|Recipients:asmae.elfenni@da-tech.ma oumayma.medouar@da-tech.ma hbelahsen@scrmaroc.com yasskour@scrmaroc.com haffaf@scrmaroc.com reda.mihradi@da-tech.ma sbichri@scrmaroc.com asamir@scrmaroc.com lsaissi@scrmaroc.com oussama.boussabnia@da-tech.ma gbenbrahim@scrmaroc.com sbendahmane@scrmaroc.com |CcEmails:
10:02:37.339 (707600764)|FLOW_START_INTERVIEWS_END|1
10:02:37.339 (707635348)|FLOW_INTERVIEW_FINISHED|186957de50d35421bad458bfece91948ceda0df-5736|FT003_NotifyRequestManagersfterCreation
10:02:37.710 (710936627)|FLOW_CREATE_INTERVIEW_BEGIN|00Ddt000000HSBB|300dt0000021LpF|301dt000004xuWw
10:02:37.710 (710986646)|FLOW_CREATE_INTERVIEW_END|187257de50d35421bad458bfece91948ceda0df-5739|TF005_SendEmailToContactAboutRequest
10:02:37.711 (711250743)|FLOW_START_INTERVIEWS_BEGIN|1
10:02:37.711 (711292868)|FLOW_START_INTERVIEW_BEGIN|187257de50d35421bad458bfece91948ceda0df-5739|TF005_SendEmailToContactAboutRequest
10:02:37.711 (711426679)|FLOW_START_INTERVIEW_END|187257de50d35421bad458bfece91948ceda0df-5739|TF005_SendEmailToContactAboutRequest
10:02:37.711 (894755408)|EMAIL_QUEUE|subject: Status of your request, bccSender: false, saveAsActivity: false, useSignature: false, toAddresses: [], targetObjectId: 003dt000005Ln4U, whatId: 500dt000003FPaj, templateId: 00Xdt0000003PWX, htmlBody: <html>
<head>
	<title></title>
</head>
<body style="height: auto; min-height: auto;">Dear Boussabnia Oussama,<br />
<br />
We are writing to provide you with an update regarding the progress of your request --00001259.<br />
We have successfully registered your request on&nbsp;22/01/2025. Our team is currently reviewing the information provided and will keep you updated on any next steps.<br />
<br />
Best regards,<br />
SCR Team.<br />
<br />
&nbsp;</body>
</html>, 
10:02:37.711 (896072122)|FLOW_START_INTERVIEWS_END|1
10:02:37.711 (896105288)|FLOW_INTERVIEW_FINISHED|187257de50d35421bad458bfece91948ceda0df-5739|TF005_SendEmailToContactAboutRequest
10:02:37.2 (896835014)|CODE_UNIT_FINISHED|Flow:Case
10:02:37.2 (902861609)|CODE_UNIT_STARTED|[EXTERNAL]|SLA
10:02:37.2 (932617208)|SLA_PROCESS_CASE|500dt000003FPaj
10:02:37.2 (974091161)|WF_RULE_FILTER|[Requête : Fermée égal à true]
10:02:37.2 (974132324)|WF_RULE_EVAL_VALUE|false
10:02:37.2 (974169678)|SLA_EVAL_MILESTONE|553dt0000000rdp
10:02:38.5 (1005611499)|SLA_END|SlaProcessController:&#124;Case:1&#124;LoadTime:30&#124;ProcTime:71&#124;CM CUD:1&#124;0&#124;0&#124;New Trigger:0
10:02:38.5 (1005694833)|CODE_UNIT_FINISHED|SLA
10:02:38.5 (1005789103)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Case
10:02:38.5 (1005800850)|CODE_UNIT_FINISHED|Flow:Case
10:02:38.5 (1007637359)|DML_END|[58]
10:02:38.5 (1008819458)|STATEMENT_EXECUTE|[59]
10:02:38.5 (1008869375)|HEAP_ALLOCATE|[59]|Bytes:13
10:02:38.5 (1009351163)|HEAP_ALLOCATE|[59]|Bytes:417
10:02:38.5 (1009370502)|HEAP_ALLOCATE|[59]|Bytes:430
10:02:38.5 (1009395581)|USER_DEBUG|[59]|DEBUG|newRequest : Case:{RecordTypeId=012dt0000002WLcAAM, ContactId=003dt000005Ln4UAAS, ComplaintSubject__c=test, Vie__c=false, NonVie__c=false, SuppliedEmail=med.oussama.boussabnia@gmail.com, LastName__c=azaaz, FirstName__c=azaz, Entreprise__c=azaza, AreaRegion__c=, PhoneNumber__c=, BranchRisk__c=, Type=, ComplaintReason__c=, CaseType__c=, ReclamationStatus__c=Nouvelle, Autres__c=, OwnerId=00Gdt000000ATf3EAG, Id=500dt000003FPajAAG}
10:02:38.5 (1009404536)|STATEMENT_EXECUTE|[60]
10:02:38.5 (1009511129)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x6ecf2d9c
10:02:38.5 (1009520365)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
10:02:38.5 (1009531621)|VARIABLE_ASSIGNMENT|[187]|this.metadata|null|0x6ecf2d9c
10:02:38.5 (1009537823)|STATEMENT_EXECUTE|[61]
10:02:38.5 (1009560583)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x6ecf2d9c
10:02:38.5 (1009574607)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|true
10:02:38.5 (1009578791)|HEAP_ALLOCATE|[189]|Bytes:5
10:02:38.5 (1009583143)|VARIABLE_ASSIGNMENT|[189]|this.isSuccess|true|0x6ecf2d9c
10:02:38.5 (1009587720)|STATEMENT_EXECUTE|[62]
10:02:38.5 (1009589894)|HEAP_ALLOCATE|[62]|Bytes:47
10:02:38.5 (1009609983)|HEAP_ALLOCATE|[62]|Bytes:4
10:02:38.5 (1009994619)|SOQL_EXECUTE_BEGIN|[62]|Aggregations:0|SELECT CaseNumber FROM Case WHERE id = :tmpVar1
10:02:38.5 (1019489823)|SOQL_EXECUTE_END|[62]|Rows:1
10:02:38.5 (1019523485)|HEAP_ALLOCATE|[62]|Bytes:8
10:02:38.5 (1019553508)|HEAP_ALLOCATE|[62]|Bytes:51
10:02:38.5 (1019631629)|HEAP_ALLOCATE|[62]|Bytes:8
10:02:38.5 (1019654668)|VARIABLE_SCOPE_BEGIN|[62]|temp_case|List<Case>|true|false
10:02:38.5 (1019691448)|VARIABLE_ASSIGNMENT|[62]|temp_case|[{"CaseNumber":"00001259","Id":"500dt000003FPajAAG"}]|0x48cbef83
10:02:38.5 (1019697751)|STATEMENT_EXECUTE|[63]
10:02:38.5 (1019703291)|HEAP_ALLOCATE|[63]|Bytes:8
10:02:38.5 (1019765451)|HEAP_ALLOCATE|[63]|Bytes:12
10:02:38.5 (1019822044)|HEAP_ALLOCATE|[63]|Bytes:21
10:02:38.5 (1019839539)|HEAP_ALLOCATE|[63]|Bytes:37
10:02:38.5 (1019946564)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"isSuccess":true}|0x6ecf2d9c
10:02:38.5 (1019955022)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Request 00001259 cre (17 more) ..."
10:02:38.5 (1019965669)|VARIABLE_ASSIGNMENT|[191]|this.message|"Request 00001259 cre (17 more) ..."|0x6ecf2d9c
10:02:38.5 (1020018022)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"areaRegion":"","branchRisk":"","company":"azaza","complaintReason":"","complaintSubject":"test","email":"med.oussama.boussabn (12 more) ...","filesCase":"0x22a5beec","firstName":"azaz","lastName":"azaaz","lifeNoLife":"","otherRaison":"","phone":"","requestReason":"","type":""}|0x42ab9d0
10:02:38.5 (1020057861)|STATEMENT_EXECUTE|[64]
10:02:38.5 (1020060805)|STATEMENT_EXECUTE|[88]
10:02:38.5 (1020067125)|SYSTEM_MODE_EXIT|true
10:02:38.240 (1240600226)|CUMULATIVE_LIMIT_USAGE
10:02:38.240 (1240600226)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 9 out of 100
  Number of query rows: 31 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 2 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 2 out of 10000
  Maximum CPU time: 221 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

10:02:38.240 (1240600226)|CUMULATIVE_LIMIT_USAGE_END

10:02:38.5 (1240706314)|CODE_UNIT_FINISHED|SM002_Request.createRequest(SM002_Request.FormDataWrapper)
10:02:38.5 (1240952751)|CODE_UNIT_FINISHED|apex://SM002_Request/ACTION$createRequest
10:02:38.5 (1240961183)|EXECUTION_FINISHED
